Education Level,Years of Experience,Location,Industry,Job Title,Job Type,Salary
Master's Degree,2,Suburban,Tech,Medical Assistant,Remote,49160.72
Master's Degree,38,Urban,Finance,Web Developer,Hybrid,93347.01
Master's Degree,31,Rural,Healthcare,Accountant,Remote,93707.36
Bachelor's Degree,10,Rural,Finance,UX Designer,Remote,57939.26
Master's Degree,23,Suburban,Healthcare,Data Analyst,Onsite,72021.97
High School,40,Suburban,Education,UX Designer,Hybrid,99525.79
Bachelor's Degree,9,Suburban,Healthcare,HR Manager,Remote,47095.25
Master's Degree,33,Rural,Tech,Software Engineer,Remote,102560.15
Bachelor's Degree,12,Urban,Healthcare,Accountant,Remote,70491.37
PhD,12,Rural,Finance,UX Designer,Hybrid,63147.93
High School,12,Urban,Finance,Others,Remote,58332.5
Bachelor's Degree,36,Rural,Healthcare,Data Analyst,Hybrid,94001.46
Bachelor's Degree,36,Rural,Education,System Administrator,Hybrid,83656.97
PhD,24,Rural,Finance,Financial Analyst,Remote,77181.07
High School,34,Rural,Education,Web Developer,Onsite,83111.64
Master's Degree,27,Suburban,Education,Financial Analyst,Hybrid,87767.47
Master's Degree,39,Rural,Healthcare,Accountant,Remote,96687.37
PhD,28,Urban,Finance,HR Manager,Onsite,82735.01
Bachelor's Degree,11,Urban,Healthcare,Project Manager,Remote,60231.83
Master's Degree,8,Suburban,Tech,UX Designer,Onsite,49892.23
Master's Degree,17,Rural,Education,Financial Analyst,Onsite,59314.43
Bachelor's Degree,4,Rural,Tech,Accountant,Remote,43401.81
Master's Degree,7,Urban,Education,Data Analyst,Hybrid,41482.93
High School,21,Suburban,Healthcare,Web Developer,Onsite,62940.13
High School,34,Suburban,Education,Data Analyst,Hybrid,79526.71
High School,11,Rural,Finance,HR Manager,Hybrid,53746.95
Bachelor's Degree,17,Urban,Healthcare,Professor,Remote,65361.39
Master's Degree,35,Suburban,Education,Others,Remote,98640.37
High School,19,Rural,Tech,Accountant,Hybrid,63297.16
High School,29,Rural,Healthcare,Professor,Remote,82067.64
PhD,21,Urban,Education,Medical Assistant,Onsite,77949.03
High School,24,Urban,Education,HR Manager,Onsite,65895.52
Bachelor's Degree,14,Urban,Tech,Medical Assistant,Remote,58530.1
Master's Degree,36,Suburban,Healthcare,Accountant,Onsite,89487.4
Bachelor's Degree,17,Suburban,Healthcare,Medical Assistant,Onsite,44851.13
High School,8,Suburban,Tech,Others,Onsite,40916.21
Bachelor's Degree,19,Urban,Healthcare,Medical Assistant,Remote,63065.59
Master's Degree,12,Suburban,Healthcare,Financial Analyst,Hybrid,55767.73
Master's Degree,7,Urban,Tech,System Administrator,Remote,62200.67
Bachelor's Degree,35,Urban,Healthcare,Others,Hybrid,94284.56
Master's Degree,9,Urban,Healthcare,UX Designer,Hybrid,58651.53
High School,40,Urban,Education,Others,Hybrid,97028.66
PhD,22,Suburban,Tech,Web Developer,Hybrid,77628.44
Bachelor's Degree,28,Rural,Finance,Web Developer,Hybrid,81953.58
High School,15,Suburban,Finance,Project Manager,Hybrid,51137.01
High School,40,Rural,Education,Data Analyst,Remote,97768.78
Bachelor's Degree,26,Urban,Finance,Medical Assistant,Remote,79708.29
Bachelor's Degree,27,Urban,Tech,HR Manager,Onsite,72733.5
Master's Degree,8,Urban,Education,System Administrator,Hybrid,56758.01
Master's Degree,27,Rural,Finance,Professor,Hybrid,83666.98
High School,17,Rural,Healthcare,Others,Onsite,55892.97
Bachelor's Degree,36,Suburban,Education,Software Engineer,Hybrid,102030.12
PhD,3,Rural,Finance,Software Engineer,Hybrid,52349.85
High School,15,Suburban,Finance,Web Developer,Hybrid,59323.99
Bachelor's Degree,17,Urban,Finance,Project Manager,Remote,65465.33
PhD,29,Suburban,Tech,HR Manager,Hybrid,85278.57
PhD,8,Rural,Tech,Software Engineer,Remote,66123.46
Master's Degree,29,Suburban,Education,UX Designer,Remote,82948.67
PhD,4,Rural,Healthcare,Project Manager,Hybrid,47390.61
PhD,25,Rural,Finance,Others,Onsite,80057.97
PhD,4,Suburban,Finance,Others,Hybrid,52682.96
Bachelor's Degree,30,Rural,Finance,Financial Analyst,Remote,80589.49
High School,0,Rural,Education,HR Manager,Hybrid,30681.55
High School,28,Urban,Healthcare,Professor,Hybrid,76099.28
High School,32,Rural,Tech,Financial Analyst,Onsite,74466.51
Master's Degree,37,Urban,Finance,Professor,Remote,99083.42
Master's Degree,2,Rural,Education,UX Designer,Remote,45037.42
Master's Degree,2,Urban,Finance,Medical Assistant,Onsite,42932.44
PhD,31,Suburban,Finance,Software Engineer,Hybrid,95291.54
PhD,32,Urban,Education,Data Analyst,Hybrid,93950.23
Bachelor's Degree,11,Suburban,Education,Software Engineer,Hybrid,48279.12
Bachelor's Degree,16,Suburban,Healthcare,Medical Assistant,Remote,57399.8
Bachelor's Degree,8,Rural,Tech,HR Manager,Hybrid,44819.6
Bachelor's Degree,9,Rural,Healthcare,UX Designer,Remote,48313.94
High School,3,Urban,Tech,Project Manager,Remote,42700.77
High School,35,Rural,Education,Financial Analyst,Onsite,78440.13
Master's Degree,3,Urban,Tech,Software Engineer,Onsite,49382.71
Bachelor's Degree,9,Suburban,Tech,HR Manager,Remote,53615.63
Master's Degree,10,Rural,Education,Others,Remote,60793.17
High School,36,Suburban,Healthcare,Data Analyst,Onsite,84516.69
Bachelor's Degree,3,Suburban,Healthcare,HR Manager,Hybrid,43050.54
Bachelor's Degree,33,Urban,Education,UX Designer,Hybrid,86062.11
Master's Degree,19,Rural,Education,HR Manager,Hybrid,68932.66
PhD,31,Rural,Finance,Web Developer,Onsite,96450.29
PhD,11,Urban,Healthcare,Project Manager,Onsite,62478.33
High School,34,Suburban,Finance,Professor,Hybrid,78743.34
Bachelor's Degree,29,Urban,Healthcare,Others,Remote,81750.46
Bachelor's Degree,21,Suburban,Finance,Medical Assistant,Onsite,70623.45
Master's Degree,10,Urban,Education,Project Manager,Hybrid,61161.55
Bachelor's Degree,22,Rural,Healthcare,Medical Assistant,Remote,70763.55
High School,5,Urban,Tech,HR Manager,Hybrid,49585.34
PhD,10,Suburban,Tech,Accountant,Remote,65711.67
PhD,3,Rural,Finance,Medical Assistant,Onsite,50258.75
High School,10,Rural,Education,HR Manager,Remote,44790.78
Bachelor's Degree,20,Urban,Healthcare,Data Analyst,Onsite,68006.63
High School,3,Urban,Healthcare,Web Developer,Remote,37586.74
Bachelor's Degree,22,Suburban,Healthcare,Accountant,Hybrid,64661.0
Bachelor's Degree,1,Suburban,Education,Professor,Hybrid,35395.35
High School,26,Suburban,Finance,Others,Remote,73376.65
Bachelor's Degree,1,Rural,Tech,Medical Assistant,Onsite,32688.75
PhD,14,Suburban,Tech,UX Designer,Onsite,58448.35
High School,9,Rural,Education,Accountant,Onsite,38057.41
Bachelor's Degree,19,Urban,Education,Professor,Hybrid,59742.63
High School,10,Suburban,Tech,Accountant,Onsite,48309.74
PhD,30,Suburban,Finance,Project Manager,Remote,96636.08
Bachelor's Degree,2,Suburban,Tech,Accountant,Hybrid,36307.08
PhD,36,Urban,Healthcare,Others,Hybrid,97736.88
High School,32,Rural,Tech,UX Designer,Remote,83345.38
PhD,29,Urban,Finance,System Administrator,Hybrid,93713.4
Master's Degree,9,Rural,Finance,Accountant,Remote,61513.43
PhD,3,Urban,Finance,Accountant,Onsite,48221.27
Bachelor's Degree,9,Suburban,Tech,Medical Assistant,Hybrid,57868.9
Master's Degree,5,Urban,Healthcare,Data Analyst,Onsite,47485.76
Bachelor's Degree,1,Urban,Education,Others,Onsite,35631.47
Master's Degree,24,Rural,Tech,Web Developer,Onsite,72110.99
Bachelor's Degree,0,Suburban,Healthcare,UX Designer,Onsite,36285.27
Master's Degree,25,Suburban,Finance,Accountant,Remote,77422.23
Master's Degree,8,Rural,Education,Accountant,Remote,49914.64
Bachelor's Degree,30,Urban,Finance,Data Analyst,Hybrid,88305.31
PhD,39,Suburban,Education,Software Engineer,Remote,103291.6
Master's Degree,30,Urban,Healthcare,Medical Assistant,Remote,93244.7
Master's Degree,4,Rural,Healthcare,UX Designer,Onsite,52223.95
PhD,14,Suburban,Tech,Web Developer,Hybrid,62595.66
PhD,32,Urban,Finance,Data Analyst,Onsite,110963.92
High School,7,Urban,Tech,Data Analyst,Hybrid,39251.0
High School,11,Urban,Healthcare,Accountant,Onsite,50080.39
PhD,23,Urban,Tech,Financial Analyst,Hybrid,92415.92
Master's Degree,33,Suburban,Healthcare,Others,Remote,93808.88
High School,29,Suburban,Finance,Medical Assistant,Hybrid,72544.16
Bachelor's Degree,6,Rural,Finance,HR Manager,Remote,43858.5
PhD,26,Rural,Finance,UX Designer,Remote,82560.52
Bachelor's Degree,23,Suburban,Education,Others,Remote,77324.51
Bachelor's Degree,31,Urban,Finance,Financial Analyst,Onsite,84971.6
Bachelor's Degree,4,Suburban,Healthcare,Data Analyst,Hybrid,45143.14
Master's Degree,40,Suburban,Finance,Software Engineer,Onsite,99076.65
High School,18,Rural,Education,Data Analyst,Onsite,59584.26
Bachelor's Degree,3,Urban,Tech,Financial Analyst,Hybrid,41639.95
Bachelor's Degree,0,Urban,Tech,UX Designer,Onsite,40122.64
High School,21,Urban,Tech,Web Developer,Onsite,64983.3
Master's Degree,4,Urban,Finance,Financial Analyst,Hybrid,42777.64
Bachelor's Degree,1,Suburban,Tech,Medical Assistant,Hybrid,34560.19
High School,15,Suburban,Tech,Medical Assistant,Onsite,55035.63
Master's Degree,7,Suburban,Tech,Project Manager,Remote,60400.05
Master's Degree,37,Suburban,Education,System Administrator,Hybrid,111416.43
High School,34,Urban,Education,Professor,Remote,79828.2
High School,22,Rural,Education,Web Developer,Remote,62701.38
Bachelor's Degree,6,Urban,Education,Financial Analyst,Hybrid,46449.93
High School,7,Rural,Tech,Financial Analyst,Onsite,50928.35
PhD,10,Rural,Education,Accountant,Hybrid,62711.79
Master's Degree,3,Suburban,Healthcare,Software Engineer,Hybrid,36246.11
Bachelor's Degree,5,Suburban,Healthcare,Financial Analyst,Remote,51056.78
Bachelor's Degree,1,Rural,Education,Others,Hybrid,41578.23
Bachelor's Degree,27,Urban,Tech,Web Developer,Hybrid,76832.05
High School,35,Rural,Finance,HR Manager,Hybrid,86873.34
Master's Degree,1,Rural,Finance,Others,Onsite,50245.92
High School,3,Urban,Finance,Medical Assistant,Onsite,34933.05
PhD,29,Rural,Healthcare,UX Designer,Remote,93617.31
High School,2,Suburban,Education,UX Designer,Onsite,30272.16
Master's Degree,21,Urban,Education,Others,Hybrid,73814.5
Master's Degree,36,Urban,Finance,Medical Assistant,Onsite,101600.95
Master's Degree,5,Urban,Finance,Others,Remote,46323.55
Master's Degree,35,Suburban,Education,Web Developer,Onsite,92821.67
Master's Degree,35,Rural,Tech,Web Developer,Onsite,90210.18
Master's Degree,11,Rural,Education,Software Engineer,Onsite,54818.07
High School,5,Suburban,Tech,System Administrator,Remote,38340.09
PhD,8,Suburban,Healthcare,HR Manager,Onsite,58534.62
Bachelor's Degree,29,Urban,Education,Others,Onsite,82298.41
Master's Degree,29,Urban,Healthcare,Accountant,Onsite,86199.54
Bachelor's Degree,27,Rural,Finance,System Administrator,Remote,74475.32
Bachelor's Degree,35,Rural,Finance,System Administrator,Onsite,78500.12
PhD,35,Suburban,Healthcare,UX Designer,Hybrid,96883.16
Bachelor's Degree,7,Urban,Education,Medical Assistant,Onsite,45265.41
Master's Degree,38,Urban,Tech,Accountant,Remote,113520.42
PhD,28,Suburban,Tech,Medical Assistant,Onsite,95529.69
High School,10,Rural,Finance,Financial Analyst,Remote,54040.83
Master's Degree,9,Suburban,Healthcare,Financial Analyst,Remote,46843.5
Bachelor's Degree,29,Rural,Tech,Software Engineer,Onsite,77249.58
High School,20,Suburban,Education,Others,Hybrid,60922.72
Bachelor's Degree,28,Suburban,Tech,System Administrator,Hybrid,69630.44
Master's Degree,29,Rural,Education,Financial Analyst,Onsite,87404.04
Bachelor's Degree,13,Suburban,Healthcare,HR Manager,Hybrid,48901.96
Bachelor's Degree,10,Urban,Finance,Financial Analyst,Remote,55180.13
Bachelor's Degree,13,Suburban,Finance,HR Manager,Remote,63490.83
Bachelor's Degree,35,Suburban,Healthcare,HR Manager,Remote,96298.86
High School,13,Rural,Tech,Web Developer,Onsite,49034.18
Master's Degree,27,Rural,Healthcare,UX Designer,Remote,77070.36
High School,24,Suburban,Tech,Project Manager,Remote,72792.61
PhD,39,Suburban,Education,Project Manager,Remote,108726.64
High School,1,Rural,Tech,Financial Analyst,Onsite,45191.26
Master's Degree,19,Suburban,Healthcare,Others,Hybrid,61679.64
Master's Degree,37,Suburban,Finance,Medical Assistant,Remote,89819.94
Bachelor's Degree,6,Urban,Tech,Web Developer,Remote,52140.49
PhD,3,Urban,Finance,Others,Onsite,53458.72
Bachelor's Degree,29,Urban,Finance,Others,Remote,80796.55
PhD,11,Rural,Healthcare,UX Designer,Hybrid,60560.37
High School,21,Rural,Healthcare,Others,Remote,67207.73
High School,38,Suburban,Finance,Web Developer,Remote,83892.46
PhD,18,Rural,Education,Accountant,Hybrid,75853.75
Master's Degree,5,Rural,Finance,Data Analyst,Remote,58420.22
High School,19,Suburban,Healthcare,Medical Assistant,Onsite,52475.29
PhD,31,Urban,Tech,System Administrator,Onsite,92580.34
High School,40,Urban,Finance,Others,Onsite,93711.4
Bachelor's Degree,21,Suburban,Tech,Web Developer,Onsite,66198.01
High School,17,Rural,Healthcare,Project Manager,Remote,61210.89
Bachelor's Degree,40,Rural,Tech,System Administrator,Remote,100225.31
High School,0,Rural,Healthcare,Web Developer,Remote,30589.3
PhD,18,Suburban,Tech,Others,Onsite,65779.95
High School,27,Suburban,Tech,Others,Onsite,69808.15
Master's Degree,13,Suburban,Finance,Data Analyst,Remote,61950.01
PhD,29,Urban,Finance,Project Manager,Onsite,88006.68
High School,28,Urban,Finance,UX Designer,Remote,72748.85
High School,5,Suburban,Tech,Financial Analyst,Remote,41306.59
High School,15,Urban,Healthcare,Software Engineer,Remote,57042.85
Bachelor's Degree,9,Suburban,Education,Software Engineer,Onsite,45694.3
Master's Degree,12,Urban,Finance,System Administrator,Hybrid,60870.11
Bachelor's Degree,3,Urban,Finance,Accountant,Remote,51912.07
PhD,7,Suburban,Finance,Software Engineer,Remote,57634.74
PhD,32,Urban,Tech,Financial Analyst,Hybrid,93972.04
PhD,15,Suburban,Healthcare,Web Developer,Remote,67770.27
Master's Degree,23,Suburban,Finance,Project Manager,Hybrid,69991.32
PhD,30,Urban,Healthcare,Accountant,Remote,93684.84
Bachelor's Degree,2,Suburban,Healthcare,System Administrator,Remote,35449.47
Bachelor's Degree,33,Urban,Healthcare,Others,Onsite,90292.86
High School,8,Suburban,Finance,Medical Assistant,Hybrid,45133.51
Master's Degree,20,Suburban,Education,System Administrator,Remote,76462.5
Bachelor's Degree,2,Suburban,Education,HR Manager,Hybrid,38514.02
PhD,1,Rural,Tech,Web Developer,Onsite,50013.22
High School,37,Urban,Tech,Medical Assistant,Remote,91503.27
High School,3,Urban,Finance,Professor,Onsite,36496.46
PhD,1,Urban,Finance,Professor,Remote,54852.8
Master's Degree,20,Rural,Healthcare,Medical Assistant,Hybrid,69391.09
Bachelor's Degree,40,Rural,Finance,Medical Assistant,Onsite,98091.76
High School,29,Rural,Healthcare,Others,Hybrid,79316.41
Master's Degree,9,Rural,Healthcare,Web Developer,Hybrid,53535.13
Bachelor's Degree,26,Suburban,Finance,Data Analyst,Onsite,74693.48
Master's Degree,25,Suburban,Education,System Administrator,Remote,83766.25
High School,29,Urban,Education,Accountant,Hybrid,77643.95
Master's Degree,28,Urban,Finance,UX Designer,Onsite,79757.37
Bachelor's Degree,9,Suburban,Finance,Professor,Hybrid,49323.73
High School,0,Suburban,Tech,Others,Hybrid,37978.15
Bachelor's Degree,9,Rural,Finance,Software Engineer,Hybrid,49182.48
Master's Degree,24,Rural,Healthcare,Financial Analyst,Remote,74098.03
Bachelor's Degree,30,Rural,Finance,Data Analyst,Onsite,79489.06
High School,11,Rural,Education,Professor,Onsite,48193.01
Master's Degree,3,Urban,Finance,Others,Onsite,47137.91
Bachelor's Degree,5,Rural,Healthcare,Accountant,Remote,42420.14
Bachelor's Degree,25,Suburban,Tech,Data Analyst,Onsite,71044.37
Bachelor's Degree,9,Rural,Healthcare,Project Manager,Onsite,57074.71
High School,3,Urban,Tech,Web Developer,Onsite,33295.43
High School,8,Suburban,Education,System Administrator,Hybrid,42455.02
Master's Degree,36,Suburban,Finance,Professor,Hybrid,86970.17
Master's Degree,25,Rural,Education,Professor,Onsite,77513.37
High School,30,Rural,Finance,System Administrator,Onsite,78846.02
PhD,39,Urban,Tech,Financial Analyst,Remote,100447.23
Bachelor's Degree,34,Urban,Education,Software Engineer,Onsite,87648.8
PhD,32,Rural,Tech,Others,Onsite,91767.25
Bachelor's Degree,13,Suburban,Healthcare,Project Manager,Remote,58838.42
Master's Degree,35,Urban,Healthcare,System Administrator,Remote,104334.5
Master's Degree,28,Rural,Tech,Medical Assistant,Remote,82706.53
PhD,30,Rural,Finance,Data Analyst,Remote,92969.2
High School,16,Urban,Tech,Professor,Hybrid,48602.82
Bachelor's Degree,35,Suburban,Tech,Software Engineer,Hybrid,87197.23
Bachelor's Degree,25,Rural,Healthcare,Software Engineer,Onsite,71705.66
Master's Degree,25,Suburban,Healthcare,System Administrator,Onsite,72174.21
Master's Degree,40,Urban,Education,Accountant,Onsite,110159.96
High School,10,Rural,Tech,Software Engineer,Hybrid,41547.89
Master's Degree,20,Rural,Finance,Medical Assistant,Hybrid,72317.79
PhD,21,Urban,Finance,HR Manager,Remote,79871.83
Bachelor's Degree,8,Suburban,Tech,Accountant,Hybrid,51582.9
High School,26,Rural,Finance,HR Manager,Hybrid,75547.76
High School,31,Rural,Finance,Others,Remote,74771.36
Master's Degree,31,Rural,Finance,Data Analyst,Onsite,93587.74
PhD,5,Suburban,Tech,Project Manager,Remote,55555.6
Bachelor's Degree,13,Rural,Finance,Project Manager,Onsite,53953.29
High School,5,Urban,Education,Accountant,Onsite,37669.15
Master's Degree,0,Rural,Healthcare,HR Manager,Onsite,40379.15
PhD,4,Urban,Finance,Accountant,Remote,49612.7
High School,15,Suburban,Education,Financial Analyst,Hybrid,54276.73
PhD,27,Rural,Education,Others,Onsite,80807.06
Bachelor's Degree,37,Urban,Education,Financial Analyst,Onsite,80500.76
PhD,6,Urban,Tech,Web Developer,Onsite,49983.32
High School,33,Suburban,Tech,Financial Analyst,Onsite,88433.95
PhD,33,Rural,Healthcare,Professor,Remote,97025.4
Master's Degree,39,Rural,Education,Accountant,Hybrid,90589.84
Master's Degree,31,Suburban,Tech,Accountant,Hybrid,76749.15
Master's Degree,6,Suburban,Finance,Financial Analyst,Onsite,45296.66
Bachelor's Degree,0,Suburban,Tech,Project Manager,Hybrid,38697.66
High School,34,Suburban,Finance,Financial Analyst,Onsite,73902.62
Master's Degree,25,Urban,Healthcare,Data Analyst,Remote,88072.2
High School,8,Suburban,Finance,Software Engineer,Remote,38865.6
High School,37,Urban,Finance,HR Manager,Remote,95740.23
PhD,22,Urban,Education,Financial Analyst,Onsite,78130.65
Bachelor's Degree,33,Suburban,Healthcare,Web Developer,Onsite,84284.84
Bachelor's Degree,2,Rural,Finance,Project Manager,Onsite,35087.36
Master's Degree,15,Rural,Education,HR Manager,Hybrid,63889.48
PhD,14,Suburban,Finance,Software Engineer,Hybrid,69328.7
Bachelor's Degree,18,Urban,Education,Others,Hybrid,66115.48
Bachelor's Degree,30,Suburban,Finance,HR Manager,Remote,81741.8
High School,24,Suburban,Tech,Financial Analyst,Hybrid,66078.48
Bachelor's Degree,17,Suburban,Tech,UX Designer,Hybrid,65512.88
Bachelor's Degree,13,Suburban,Education,Project Manager,Hybrid,60946.72
PhD,6,Suburban,Finance,Web Developer,Onsite,64537.53
PhD,1,Suburban,Education,Others,Remote,44553.94
Bachelor's Degree,19,Suburban,Tech,HR Manager,Hybrid,64244.13
High School,23,Rural,Education,Others,Onsite,65779.12
Bachelor's Degree,6,Suburban,Healthcare,System Administrator,Onsite,48035.55
PhD,31,Suburban,Tech,Web Developer,Hybrid,101323.06
Bachelor's Degree,27,Rural,Finance,Accountant,Remote,79777.0
PhD,1,Rural,Finance,UX Designer,Hybrid,47617.96
